,시간,02-08 (토)
0,최대,147.95
1,최소,98.67
2,가중평균,121.55
3,01시 1구간,113.07
4,01시 2구간,113.07
5,01시 3구간,113.07
6,01시 4구간,113.07
7,02시 1구간,112.79
8,02시 2구간,112.79
9,02시 3구간,112.79
10,02시 4구간,112.79
11,03시 1구간,99.34
12,03시 2구간,99.34
13,03시 3구간,99.34
14,03시 4구간,99.34
15,04시 1구간,98.79
16,04시 2구간,98.79
17,04시 3구간,98.79
18,04시 4구간,98.79
19,05시 1구간,98.67
20,05시 2구간,98.67
21,05시 3구간,98.67
22,05시 4구간,98.67
23,06시 1구간,101.6
24,06시 2구간,101.6
25,06시 3구간,101.6
26,06시 4구간,101.6
27,07시 1구간,112.3
28,07시 2구간,112.3
29,07시 3구간,112.3
30,07시 4구간,112.3
31,08시 1구간,113.49
32,08시 2구간,113.49
33,08시 3구간,113.49
34,08시 4구간,113.49
35,09시 1구간,115.53
36,09시 2구간,115.53
37,09시 3구간,115.53
38,09시 4구간,115.53
39,10시 1구간,144.9
40,10시 2구간,144.9
41,10시 3구간,144.9
42,10시 4구간,144.9
43,11시 1구간,144.9
44,11시 2구간,144.9
45,11시 3구간,144.9
46,11시 4구간,144.9
47,12시 1구간,144.9
48,12시 2구간,144.9
49,12시 3구간,144.63
50,12시 4구간,144.9
51,13시 1구간,127.28
52,13시 2구간,127.28
53,13시 3구간,127.28
54,13시 4구간,127.28
55,14시 1구간,127.28
56,14시 2구간,127.28
57,14시 3구간,127.28
58,14시 4구간,127.28
59,15시 1구간,115.54
60,15시 2구간,115.54
61,15시 3구간,115.54
62,15시 4구간,115.54
63,16시 1구간,115.54
64,16시 2구간,115.54
65,16시 3구간,115.54
66,16시 4구간,115.54
67,17시 1구간,124.41
68,17시 2구간,124.41
69,17시 3구간,124.41
70,17시 4구간,124.41
71,18시 1구간,115.55
72,18시 2구간,115.55
73,18시 3구간,115.55
74,18시 4구간,115.55
75,19시 1구간,147.95
76,19시 2구간,147.95
77,19시 3구간,147.95
78,19시 4구간,147.95
79,20시 1구간,132.49
80,20시 2구간,132.49
81,20시 3구간,145.71
82,20시 4구간,145.71
83,21시 1구간,145.71
84,21시 2구간,145.71
85,21시 3구간,145.71
86,21시 4구간,145.71
87,22시 1구간,114.24
88,22시 2구간,114.24
89,22시 3구간,114.24
90,22시 4구간,114.24
91,23시 1구간,113.56
92,23시 2구간,113.56
93,23시 3구간,113.56
94,23시 4구간,113.56
95,24시 1구간,114.88
96,24시 2구간,114.88
97,24시 3구간,114.88
98,24시 4구간,114.88
