,시간,03-19 (수)
0,최대,157.94
1,최소,91.44
2,가중평균,127.43
3,01시 1구간,112.26
4,01시 2구간,112.26
5,01시 3구간,112.26
6,01시 4구간,112.26
7,02시 1구간,98.04
8,02시 2구간,98.04
9,02시 3구간,98.04
10,02시 4구간,98.04
11,03시 1구간,96.43
12,03시 2구간,96.43
13,03시 3구간,96.43
14,03시 4구간,96.43
15,04시 1구간,91.44
16,04시 2구간,91.44
17,04시 3구간,91.44
18,04시 4구간,91.44
19,05시 1구간,96.57
20,05시 2구간,96.57
21,05시 3구간,96.57
22,05시 4구간,96.57
23,06시 1구간,106.29
24,06시 2구간,106.29
25,06시 3구간,106.29
26,06시 4구간,106.29
27,07시 1구간,113.12
28,07시 2구간,113.12
29,07시 3구간,113.12
30,07시 4구간,113.12
31,08시 1구간,113.16
32,08시 2구간,113.16
33,08시 3구간,113.16
34,08시 4구간,113.16
35,09시 1구간,136.72
36,09시 2구간,136.72
37,09시 3구간,136.72
38,09시 4구간,141.51
39,10시 1구간,141.51
40,10시 2구간,141.51
41,10시 3구간,141.51
42,10시 4구간,141.51
43,11시 1구간,157.94
44,11시 2구간,157.94
45,11시 3구간,157.94
46,11시 4구간,157.94
47,12시 1구간,140.56
48,12시 2구간,140.56
49,12시 3구간,140.56
50,12시 4구간,140.56
51,13시 1구간,140.56
52,13시 2구간,140.56
53,13시 3구간,140.56
54,13시 4구간,128.9
55,14시 1구간,128.9
56,14시 2구간,128.9
57,14시 3구간,128.9
58,14시 4구간,128.9
59,15시 1구간,128.71
60,15시 2구간,128.71
61,15시 3구간,128.71
62,15시 4구간,128.71
63,16시 1구간,128.89
64,16시 2구간,128.89
65,16시 3구간,128.89
66,16시 4구간,128.89
67,17시 1구간,130.22
68,17시 2구간,130.22
69,17시 3구간,130.22
70,17시 4구간,130.22
71,18시 1구간,128.71
72,18시 2구간,128.71
73,18시 3구간,128.71
74,18시 4구간,142.5
75,19시 1구간,131.28
76,19시 2구간,131.28
77,19시 3구간,131.28
78,19시 4구간,143.3
79,20시 1구간,143.56
80,20시 2구간,143.56
81,20시 3구간,143.56
82,20시 4구간,143.56
83,21시 1구간,143.56
84,21시 2구간,143.56
85,21시 3구간,143.56
86,21시 4구간,143.56
87,22시 1구간,143.56
88,22시 2구간,143.56
89,22시 3구간,143.56
90,22시 4구간,143.56
91,23시 1구간,143.56
92,23시 2구간,143.56
93,23시 3구간,143.56
94,23시 4구간,143.56
95,24시 1구간,143.56
96,24시 2구간,143.56
97,24시 3구간,143.56
98,24시 4구간,143.56
