,시간,03-11 (화)
0,최대,151.1
1,최소,83.44
2,가중평균,117.9
3,01시 1구간,96.02
4,01시 2구간,96.02
5,01시 3구간,96.02
6,01시 4구간,96.02
7,02시 1구간,87.23
8,02시 2구간,87.23
9,02시 3구간,87.23
10,02시 4구간,87.23
11,03시 1구간,84.7
12,03시 2구간,84.7
13,03시 3구간,84.7
14,03시 4구간,84.7
15,04시 1구간,83.44
16,04시 2구간,83.44
17,04시 3구간,83.44
18,04시 4구간,83.44
19,05시 1구간,84.7
20,05시 2구간,84.7
21,05시 3구간,84.7
22,05시 4구간,84.7
23,06시 1구간,87.23
24,06시 2구간,87.23
25,06시 3구간,87.23
26,06시 4구간,87.23
27,07시 1구간,96.44
28,07시 2구간,96.44
29,07시 3구간,96.44
30,07시 4구간,96.44
31,08시 1구간,147.82
32,08시 2구간,147.82
33,08시 3구간,147.82
34,08시 4구간,147.82
35,09시 1구간,130.22
36,09시 2구간,130.22
37,09시 3구간,130.22
38,09시 4구간,130.22
39,10시 1구간,137.56
40,10시 2구간,137.56
41,10시 3구간,137.56
42,10시 4구간,137.56
43,11시 1구간,151.1
44,11시 2구간,151.1
45,11시 3구간,151.1
46,11시 4구간,151.1
47,12시 1구간,151.1
48,12시 2구간,130.21
49,12시 3구간,130.21
50,12시 4구간,130.21
51,13시 1구간,126.84
52,13시 2구간,126.84
53,13시 3구간,126.84
54,13시 4구간,126.84
55,14시 1구간,130.22
56,14시 2구간,130.22
57,14시 3구간,130.22
58,14시 4구간,130.22
59,15시 1구간,130.22
60,15시 2구간,130.22
61,15시 3구간,130.22
62,15시 4구간,130.22
63,16시 1구간,130.22
64,16시 2구간,130.22
65,16시 3구간,130.22
66,16시 4구간,130.22
67,17시 1구간,137.54
68,17시 2구간,137.54
69,17시 3구간,137.54
70,17시 4구간,137.54
71,18시 1구간,137.28
72,18시 2구간,137.28
73,18시 3구간,137.28
74,18시 4구간,137.28
75,19시 1구간,136.59
76,19시 2구간,149.23
77,19시 3구간,149.23
78,19시 4구간,149.23
79,20시 1구간,149.36
80,20시 2구간,149.36
81,20시 3구간,149.36
82,20시 4구간,149.36
83,21시 1구간,111.36
84,21시 2구간,111.36
85,21시 3구간,111.36
86,21시 4구간,111.36
87,22시 1구간,95.89
88,22시 2구간,95.89
89,22시 3구간,95.89
90,22시 4구간,95.89
91,23시 1구간,95.89
92,23시 2구간,95.89
93,23시 3구간,95.89
94,23시 4구간,95.89
95,24시 1구간,95.94
96,24시 2구간,95.94
97,24시 3구간,95.94
98,24시 4구간,95.94
