,시간,11-27 (수)
0,최대,153.3
1,최소,0.0
2,가중평균,123.39
3,01시 1구간,107.59
4,01시 2구간,107.59
5,01시 3구간,107.59
6,01시 4구간,107.59
7,02시 1구간,102.0
8,02시 2구간,102.0
9,02시 3구간,102.0
10,02시 4구간,102.0
11,03시 1구간,87.49
12,03시 2구간,87.49
13,03시 3구간,87.49
14,03시 4구간,87.49
15,04시 1구간,87.08
16,04시 2구간,87.08
17,04시 3구간,87.08
18,04시 4구간,87.08
19,05시 1구간,87.48
20,05시 2구간,87.48
21,05시 3구간,87.48
22,05시 4구간,87.48
23,06시 1구간,102.0
24,06시 2구간,102.0
25,06시 3구간,102.0
26,06시 4구간,102.0
27,07시 1구간,105.8
28,07시 2구간,105.8
29,07시 3구간,105.8
30,07시 4구간,105.8
31,08시 1구간,0.0
32,08시 2구간,127.27
33,08시 3구간,127.27
34,08시 4구간,127.27
35,09시 1구간,137.94
36,09시 2구간,137.94
37,09시 3구간,137.94
38,09시 4구간,137.94
39,10시 1구간,137.92
40,10시 2구간,137.92
41,10시 3구간,137.92
42,10시 4구간,137.92
43,11시 1구간,137.98
44,11시 2구간,137.98
45,11시 3구간,137.98
46,11시 4구간,137.98
47,12시 1구간,116.55
48,12시 2구간,136.37
49,12시 3구간,136.37
50,12시 4구간,136.37
51,13시 1구간,136.19
52,13시 2구간,136.19
53,13시 3구간,136.19
54,13시 4구간,136.19
55,14시 1구간,136.37
56,14시 2구간,136.37
57,14시 3구간,136.37
58,14시 4구간,136.37
59,15시 1구간,136.37
60,15시 2구간,136.37
61,15시 3구간,136.37
62,15시 4구간,136.37
63,16시 1구간,136.37
64,16시 2구간,136.37
65,16시 3구간,136.37
66,16시 4구간,136.37
67,17시 1구간,136.37
68,17시 2구간,136.37
69,17시 3구간,136.37
70,17시 4구간,136.37
71,18시 1구간,153.3
72,18시 2구간,153.3
73,18시 3구간,153.3
74,18시 4구간,153.3
75,19시 1구간,153.3
76,19시 2구간,153.3
77,19시 3구간,153.3
78,19시 4구간,153.3
79,20시 1구간,153.3
80,20시 2구간,153.3
81,20시 3구간,153.3
82,20시 4구간,153.3
83,21시 1구간,116.98
84,21시 2구간,116.98
85,21시 3구간,116.98
86,21시 4구간,116.98
87,22시 1구간,114.75
88,22시 2구간,114.75
89,22시 3구간,114.75
90,22시 4구간,114.75
91,23시 1구간,106.62
92,23시 2구간,106.62
93,23시 3구간,106.62
94,23시 4구간,106.62
95,24시 1구간,106.62
96,24시 2구간,106.62
97,24시 3구간,106.62
98,24시 4구간,106.62
