,시간,02-03 (월)
0,최대,157.57
1,최소,0.0
2,가중평균,112.35
3,01시 1구간,102.15
4,01시 2구간,102.15
5,01시 3구간,102.15
6,01시 4구간,102.15
7,02시 1구간,80.55
8,02시 2구간,80.55
9,02시 3구간,80.55
10,02시 4구간,80.55
11,03시 1구간,80.55
12,03시 2구간,80.55
13,03시 3구간,80.55
14,03시 4구간,80.55
15,04시 1구간,80.55
16,04시 2구간,80.55
17,04시 3구간,80.55
18,04시 4구간,80.55
19,05시 1구간,80.55
20,05시 2구간,80.55
21,05시 3구간,80.55
22,05시 4구간,80.55
23,06시 1구간,80.55
24,06시 2구간,80.55
25,06시 3구간,80.55
26,06시 4구간,80.55
27,07시 1구간,86.78
28,07시 2구간,86.78
29,07시 3구간,86.78
30,07시 4구간,86.78
31,08시 1구간,109.48
32,08시 2구간,109.48
33,08시 3구간,109.48
34,08시 4구간,109.48
35,09시 1구간,142.19
36,09시 2구간,142.19
37,09시 3구간,142.19
38,09시 4구간,142.19
39,10시 1구간,150.98
40,10시 2구간,157.57
41,10시 3구간,157.57
42,10시 4구간,119.25
43,11시 1구간,151.41
44,11시 2구간,151.41
45,11시 3구간,151.41
46,11시 4구간,151.41
47,12시 1구간,133.91
48,12시 2구간,133.91
49,12시 3구간,133.91
50,12시 4구간,133.91
51,13시 1구간,111.27
52,13시 2구간,0.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,111.06
56,14시 2구간,133.58
57,14시 3구간,133.58
58,14시 4구간,133.58
59,15시 1구간,112.99
60,15시 2구간,131.32
61,15시 3구간,131.32
62,15시 4구간,131.32
63,16시 1구간,132.92
64,16시 2구간,132.92
65,16시 3구간,132.92
66,16시 4구간,132.92
67,17시 1구간,132.92
68,17시 2구간,132.92
69,17시 3구간,148.09
70,17시 4구간,148.09
71,18시 1구간,132.92
72,18시 2구간,132.92
73,18시 3구간,132.92
74,18시 4구간,132.92
75,19시 1구간,133.91
76,19시 2구간,133.91
77,19시 3구간,133.91
78,19시 4구간,133.91
79,20시 1구간,133.91
80,20시 2구간,133.91
81,20시 3구간,133.91
82,20시 4구간,133.91
83,21시 1구간,114.52
84,21시 2구간,114.52
85,21시 3구간,114.52
86,21시 4구간,114.52
87,22시 1구간,102.78
88,22시 2구간,102.78
89,22시 3구간,102.78
90,22시 4구간,102.78
91,23시 1구간,99.72
92,23시 2구간,99.72
93,23시 3구간,99.72
94,23시 4구간,99.72
95,24시 1구간,99.16
96,24시 2구간,99.16
97,24시 3구간,99.16
98,24시 4구간,99.16
