,시간,01-19 (일)
0,최대,153.18
1,최소,-75.01
2,가중평균,105.96
3,01시 1구간,103.36
4,01시 2구간,103.36
5,01시 3구간,103.36
6,01시 4구간,103.36
7,02시 1구간,102.52
8,02시 2구간,102.52
9,02시 3구간,102.52
10,02시 4구간,102.52
11,03시 1구간,102.55
12,03시 2구간,102.55
13,03시 3구간,102.55
14,03시 4구간,102.55
15,04시 1구간,102.14
16,04시 2구간,102.14
17,04시 3구간,102.14
18,04시 4구간,102.14
19,05시 1구간,96.06
20,05시 2구간,96.06
21,05시 3구간,96.06
22,05시 4구간,96.06
23,06시 1구간,84.0
24,06시 2구간,84.0
25,06시 3구간,84.0
26,06시 4구간,84.0
27,07시 1구간,102.38
28,07시 2구간,102.38
29,07시 3구간,102.38
30,07시 4구간,102.38
31,08시 1구간,103.35
32,08시 2구간,103.35
33,08시 3구간,103.35
34,08시 4구간,103.35
35,09시 1구간,108.18
36,09시 2구간,108.18
37,09시 3구간,108.18
38,09시 4구간,108.18
39,10시 1구간,109.15
40,10시 2구간,109.15
41,10시 3구간,109.15
42,10시 4구간,109.15
43,11시 1구간,109.09
44,11시 2구간,109.09
45,11시 3구간,109.09
46,11시 4구간,-75.01
47,12시 1구간,0.0
48,12시 2구간,-48.0
49,12시 3구간,108.99
50,12시 4구간,108.99
51,13시 1구간,133.53
52,13시 2구간,133.53
53,13시 3구간,133.53
54,13시 4구간,133.53
55,14시 1구간,106.71
56,14시 2구간,106.71
57,14시 3구간,106.71
58,14시 4구간,106.71
59,15시 1구간,108.94
60,15시 2구간,108.94
61,15시 3구간,108.94
62,15시 4구간,108.94
63,16시 1구간,108.99
64,16시 2구간,108.99
65,16시 3구간,108.99
66,16시 4구간,108.99
67,17시 1구간,109.04
68,17시 2구간,109.04
69,17시 3구간,109.04
70,17시 4구간,109.04
71,18시 1구간,118.06
72,18시 2구간,118.06
73,18시 3구간,118.06
74,18시 4구간,118.06
75,19시 1구간,153.18
76,19시 2구간,153.18
77,19시 3구간,153.18
78,19시 4구간,153.18
79,20시 1구간,119.11
80,20시 2구간,119.11
81,20시 3구간,119.11
82,20시 4구간,119.11
83,21시 1구간,113.44
84,21시 2구간,113.44
85,21시 3구간,113.44
86,21시 4구간,113.44
87,22시 1구간,107.74
88,22시 2구간,107.74
89,22시 3구간,107.74
90,22시 4구간,107.74
91,23시 1구간,108.38
92,23시 2구간,108.38
93,23시 3구간,108.38
94,23시 4구간,108.38
95,24시 1구간,108.4
96,24시 2구간,108.4
97,24시 3구간,108.4
98,24시 4구간,108.4
