,시간,01-29 (수)
0,최대,97.63
1,최소,-75.01
2,가중평균,73.3
3,01시 1구간,95.74
4,01시 2구간,95.74
5,01시 3구간,95.74
6,01시 4구간,95.74
7,02시 1구간,77.88
8,02시 2구간,77.88
9,02시 3구간,77.88
10,02시 4구간,77.88
11,03시 1구간,77.07
12,03시 2구간,77.07
13,03시 3구간,77.07
14,03시 4구간,77.07
15,04시 1구간,77.07
16,04시 2구간,77.07
17,04시 3구간,77.07
18,04시 4구간,77.07
19,05시 1구간,77.07
20,05시 2구간,77.07
21,05시 3구간,77.07
22,05시 4구간,77.07
23,06시 1구간,77.07
24,06시 2구간,77.07
25,06시 3구간,77.07
26,06시 4구간,77.07
27,07시 1구간,80.07
28,07시 2구간,80.07
29,07시 3구간,80.07
30,07시 4구간,80.07
31,08시 1구간,80.07
32,08시 2구간,80.07
33,08시 3구간,80.07
34,08시 4구간,80.07
35,09시 1구간,77.49
36,09시 2구간,77.49
37,09시 3구간,77.49
38,09시 4구간,77.49
39,10시 1구간,76.68
40,10시 2구간,76.68
41,10시 3구간,76.68
42,10시 4구간,76.68
43,11시 1구간,70.92
44,11시 2구간,70.92
45,11시 3구간,70.92
46,11시 4구간,70.92
47,12시 1구간,70.92
48,12시 2구간,70.92
49,12시 3구간,0.0
50,12시 4구간,-48.0
51,13시 1구간,0.0
52,13시 2구간,-75.01
53,13시 3구간,-75.01
54,13시 4구간,-75.01
55,14시 1구간,-75.01
56,14시 2구간,0.0
57,14시 3구간,-50.02
58,14시 4구간,70.92
59,15시 1구간,-48.0
60,15시 2구간,0.0
61,15시 3구간,0.0
62,15시 4구간,70.92
63,16시 1구간,70.92
64,16시 2구간,70.92
65,16시 3구간,70.92
66,16시 4구간,70.92
67,17시 1구간,76.68
68,17시 2구간,76.68
69,17시 3구간,76.68
70,17시 4구간,76.68
71,18시 1구간,96.71
72,18시 2구간,96.71
73,18시 3구간,96.71
74,18시 4구간,96.71
75,19시 1구간,97.63
76,19시 2구간,97.63
77,19시 3구간,97.63
78,19시 4구간,97.63
79,20시 1구간,97.63
80,20시 2구간,97.63
81,20시 3구간,97.63
82,20시 4구간,97.63
83,21시 1구간,97.63
84,21시 2구간,97.63
85,21시 3구간,97.63
86,21시 4구간,97.63
87,22시 1구간,97.63
88,22시 2구간,97.63
89,22시 3구간,97.63
90,22시 4구간,97.63
91,23시 1구간,97.63
92,23시 2구간,97.63
93,23시 3구간,97.63
94,23시 4구간,97.63
95,24시 1구간,97.63
96,24시 2구간,97.63
97,24시 3구간,97.63
98,24시 4구간,97.63
