,시간,02-12 (수)
0,최대,154.15
1,최소,0.0
2,가중평균,125.22
3,01시 1구간,103.44
4,01시 2구간,103.44
5,01시 3구간,103.44
6,01시 4구간,103.44
7,02시 1구간,97.28
8,02시 2구간,97.28
9,02시 3구간,97.28
10,02시 4구간,97.28
11,03시 1구간,93.04
12,03시 2구간,93.04
13,03시 3구간,93.04
14,03시 4구간,93.04
15,04시 1구간,81.32
16,04시 2구간,81.32
17,04시 3구간,81.32
18,04시 4구간,81.32
19,05시 1구간,92.42
20,05시 2구간,92.42
21,05시 3구간,92.42
22,05시 4구간,92.42
23,06시 1구간,0.0
24,06시 2구간,93.39
25,06시 3구간,93.39
26,06시 4구간,93.39
27,07시 1구간,109.51
28,07시 2구간,109.51
29,07시 3구간,109.51
30,07시 4구간,109.51
31,08시 1구간,123.61
32,08시 2구간,123.61
33,08시 3구간,123.61
34,08시 4구간,123.61
35,09시 1구간,132.59
36,09시 2구간,132.59
37,09시 3구간,132.59
38,09시 4구간,132.59
39,10시 1구간,143.84
40,10시 2구간,143.84
41,10시 3구간,143.84
42,10시 4구간,143.84
43,11시 1구간,154.15
44,11시 2구간,154.15
45,11시 3구간,154.15
46,11시 4구간,119.2
47,12시 1구간,148.98
48,12시 2구간,148.98
49,12시 3구간,148.93
50,12시 4구간,148.12
51,13시 1구간,142.98
52,13시 2구간,142.98
53,13시 3구간,142.98
54,13시 4구간,142.98
55,14시 1구간,143.44
56,14시 2구간,143.44
57,14시 3구간,143.44
58,14시 4구간,143.44
59,15시 1구간,143.44
60,15시 2구간,143.44
61,15시 3구간,118.58
62,15시 4구간,143.44
63,16시 1구간,143.44
64,16시 2구간,143.44
65,16시 3구간,143.44
66,16시 4구간,143.44
67,17시 1구간,132.8
68,17시 2구간,132.8
69,17시 3구간,132.8
70,17시 4구간,132.8
71,18시 1구간,134.13
72,18시 2구간,134.13
73,18시 3구간,134.13
74,18시 4구간,145.94
75,19시 1구간,146.9
76,19시 2구간,146.9
77,19시 3구간,146.9
78,19시 4구간,134.98
79,20시 1구간,130.21
80,20시 2구간,130.21
81,20시 3구간,130.21
82,20시 4구간,130.21
83,21시 1구간,130.14
84,21시 2구간,130.14
85,21시 3구간,130.14
86,21시 4구간,130.14
87,22시 1구간,132.49
88,22시 2구간,132.49
89,22시 3구간,132.49
90,22시 4구간,132.49
91,23시 1구간,125.7
92,23시 2구간,125.7
93,23시 3구간,125.7
94,23시 4구간,125.7
95,24시 1구간,123.89
96,24시 2구간,123.89
97,24시 3구간,123.89
98,24시 4구간,123.89
