,시간,01-28 (화)
0,최대,96.06
1,최소,78.51
2,가중평균,83.35
3,01시 1구간,96.06
4,01시 2구간,96.06
5,01시 3구간,96.06
6,01시 4구간,96.06
7,02시 1구간,82.26
8,02시 2구간,82.26
9,02시 3구간,82.26
10,02시 4구간,82.26
11,03시 1구간,80.92
12,03시 2구간,80.92
13,03시 3구간,80.92
14,03시 4구간,80.92
15,04시 1구간,80.92
16,04시 2구간,80.92
17,04시 3구간,80.92
18,04시 4구간,80.92
19,05시 1구간,80.92
20,05시 2구간,80.92
21,05시 3구간,80.92
22,05시 4구간,80.92
23,06시 1구간,81.77
24,06시 2구간,81.77
25,06시 3구간,81.77
26,06시 4구간,81.77
27,07시 1구간,83.35
28,07시 2구간,83.35
29,07시 3구간,83.35
30,07시 4구간,83.35
31,08시 1구간,83.35
32,08시 2구간,83.35
33,08시 3구간,83.35
34,08시 4구간,83.35
35,09시 1구간,80.33
36,09시 2구간,80.33
37,09시 3구간,80.33
38,09시 4구간,80.33
39,10시 1구간,79.87
40,10시 2구간,79.87
41,10시 3구간,79.87
42,10시 4구간,79.87
43,11시 1구간,78.51
44,11시 2구간,78.51
45,11시 3구간,78.51
46,11시 4구간,78.51
47,12시 1구간,78.51
48,12시 2구간,78.51
49,12시 3구간,78.51
50,12시 4구간,78.51
51,13시 1구간,78.51
52,13시 2구간,78.51
53,13시 3구간,78.51
54,13시 4구간,78.51
55,14시 1구간,78.51
56,14시 2구간,78.51
57,14시 3구간,78.51
58,14시 4구간,78.51
59,15시 1구간,78.51
60,15시 2구간,78.51
61,15시 3구간,78.51
62,15시 4구간,78.51
63,16시 1구간,79.87
64,16시 2구간,79.87
65,16시 3구간,79.87
66,16시 4구간,79.87
67,17시 1구간,80.33
68,17시 2구간,80.33
69,17시 3구간,80.33
70,17시 4구간,80.33
71,18시 1구간,80.33
72,18시 2구간,80.33
73,18시 3구간,80.33
74,18시 4구간,80.33
75,19시 1구간,88.53
76,19시 2구간,88.53
77,19시 3구간,88.53
78,19시 4구간,88.53
79,20시 1구간,88.53
80,20시 2구간,88.53
81,20시 3구간,88.53
82,20시 4구간,88.53
83,21시 1구간,88.53
84,21시 2구간,88.53
85,21시 3구간,88.53
86,21시 4구간,88.53
87,22시 1구간,88.53
88,22시 2구간,88.53
89,22시 3구간,88.53
90,22시 4구간,88.53
91,23시 1구간,88.53
92,23시 2구간,88.53
93,23시 3구간,88.53
94,23시 4구간,88.53
95,24시 1구간,88.53
96,24시 2구간,88.53
97,24시 3구간,88.53
98,24시 4구간,88.53
