,시간,11-30 (토)
0,최대,137.94
1,최소,87.45
2,가중평균,107.44
3,01시 1구간,106.78
4,01시 2구간,106.78
5,01시 3구간,106.78
6,01시 4구간,106.78
7,02시 1구간,96.65
8,02시 2구간,96.65
9,02시 3구간,96.65
10,02시 4구간,96.65
11,03시 1구간,87.96
12,03시 2구간,87.96
13,03시 3구간,87.96
14,03시 4구간,87.96
15,04시 1구간,87.46
16,04시 2구간,87.46
17,04시 3구간,87.46
18,04시 4구간,87.46
19,05시 1구간,87.45
20,05시 2구간,87.45
21,05시 3구간,87.45
22,05시 4구간,87.45
23,06시 1구간,96.65
24,06시 2구간,96.65
25,06시 3구간,96.65
26,06시 4구간,96.65
27,07시 1구간,103.28
28,07시 2구간,103.28
29,07시 3구간,103.28
30,07시 4구간,103.28
31,08시 1구간,109.78
32,08시 2구간,109.78
33,08시 3구간,109.78
34,08시 4구간,109.78
35,09시 1구간,109.78
36,09시 2구간,109.78
37,09시 3구간,109.78
38,09시 4구간,109.78
39,10시 1구간,111.63
40,10시 2구간,111.63
41,10시 3구간,111.63
42,10시 4구간,111.63
43,11시 1구간,112.0
44,11시 2구간,112.0
45,11시 3구간,112.0
46,11시 4구간,112.0
47,12시 1구간,108.43
48,12시 2구간,108.43
49,12시 3구간,108.43
50,12시 4구간,108.43
51,13시 1구간,107.87
52,13시 2구간,107.87
53,13시 3구간,107.87
54,13시 4구간,107.87
55,14시 1구간,107.38
56,14시 2구간,107.38
57,14시 3구간,107.38
58,14시 4구간,107.38
59,15시 1구간,104.62
60,15시 2구간,104.62
61,15시 3구간,104.62
62,15시 4구간,104.62
63,16시 1구간,107.32
64,16시 2구간,107.32
65,16시 3구간,107.32
66,16시 4구간,107.32
67,17시 1구간,107.87
68,17시 2구간,107.87
69,17시 3구간,107.87
70,17시 4구간,107.87
71,18시 1구간,107.87
72,18시 2구간,107.87
73,18시 3구간,107.87
74,18시 4구간,107.87
75,19시 1구간,107.87
76,19시 2구간,107.87
77,19시 3구간,107.87
78,19시 4구간,107.87
79,20시 1구간,107.88
80,20시 2구간,107.88
81,20시 3구간,107.88
82,20시 4구간,107.88
83,21시 1구간,107.54
84,21시 2구간,107.54
85,21시 3구간,107.54
86,21시 4구간,107.54
87,22시 1구간,106.78
88,22시 2구간,106.78
89,22시 3구간,106.78
90,22시 4구간,106.78
91,23시 1구간,137.94
92,23시 2구간,137.94
93,23시 3구간,137.94
94,23시 4구간,137.94
95,24시 1구간,137.94
96,24시 2구간,137.94
97,24시 3구간,137.94
98,24시 4구간,137.94
