,시간,12-18 (수)
0,최대,230.82
1,최소,0.0
2,가중평균,112.2
3,01시 1구간,92.1
4,01시 2구간,92.1
5,01시 3구간,92.1
6,01시 4구간,92.1
7,02시 1구간,91.34
8,02시 2구간,91.34
9,02시 3구간,91.34
10,02시 4구간,91.34
11,03시 1구간,91.12
12,03시 2구간,91.12
13,03시 3구간,91.12
14,03시 4구간,91.12
15,04시 1구간,82.13
16,04시 2구간,82.13
17,04시 3구간,82.13
18,04시 4구간,82.13
19,05시 1구간,82.13
20,05시 2구간,82.13
21,05시 3구간,82.13
22,05시 4구간,82.13
23,06시 1구간,92.08
24,06시 2구간,92.08
25,06시 3구간,92.08
26,06시 4구간,92.08
27,07시 1구간,111.76
28,07시 2구간,111.76
29,07시 3구간,111.76
30,07시 4구간,111.76
31,08시 1구간,116.6
32,08시 2구간,116.6
33,08시 3구간,116.6
34,08시 4구간,116.6
35,09시 1구간,143.61
36,09시 2구간,143.61
37,09시 3구간,143.61
38,09시 4구간,143.61
39,10시 1구간,230.82
40,10시 2구간,127.38
41,10시 3구간,189.5
42,10시 4구간,125.91
43,11시 1구간,0.0
44,11시 2구간,0.0
45,11시 3구간,0.0
46,11시 4구간,0.0
47,12시 1구간,144.41
48,12시 2구간,121.44
49,12시 3구간,119.26
50,12시 4구간,0.0
51,13시 1구간,0.0
52,13시 2구간,0.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,119.26
56,14시 2구간,141.46
57,14시 3구간,141.46
58,14시 4구간,141.46
59,15시 1구간,141.46
60,15시 2구간,141.46
61,15시 3구간,141.46
62,15시 4구간,141.46
63,16시 1구간,141.47
64,16시 2구간,141.47
65,16시 3구간,141.47
66,16시 4구간,141.47
67,17시 1구간,141.47
68,17시 2구간,141.47
69,17시 3구간,141.47
70,17시 4구간,141.47
71,18시 1구간,141.19
72,18시 2구간,141.19
73,18시 3구간,141.19
74,18시 4구간,141.19
75,19시 1구간,141.2
76,19시 2구간,141.2
77,19시 3구간,141.2
78,19시 4구간,141.2
79,20시 1구간,136.48
80,20시 2구간,136.48
81,20시 3구간,136.48
82,20시 4구간,136.48
83,21시 1구간,141.19
84,21시 2구간,141.19
85,21시 3구간,141.19
86,21시 4구간,141.19
87,22시 1구간,120.77
88,22시 2구간,120.77
89,22시 3구간,120.77
90,22시 4구간,120.77
91,23시 1구간,114.78
92,23시 2구간,114.78
93,23시 3구간,114.78
94,23시 4구간,114.78
95,24시 1구간,115.08
96,24시 2구간,115.08
97,24시 3구간,115.08
98,24시 4구간,115.08
