,시간,01-06 (월)
0,최대,163.63
1,최소,75.75
2,가중평균,110.3
3,01시 1구간,77.42
4,01시 2구간,77.42
5,01시 3구간,77.42
6,01시 4구간,77.42
7,02시 1구간,76.17
8,02시 2구간,76.17
9,02시 3구간,76.17
10,02시 4구간,76.17
11,03시 1구간,76.17
12,03시 2구간,76.17
13,03시 3구간,76.17
14,03시 4구간,76.17
15,04시 1구간,75.75
16,04시 2구간,75.75
17,04시 3구간,75.75
18,04시 4구간,75.75
19,05시 1구간,76.17
20,05시 2구간,76.17
21,05시 3구간,76.17
22,05시 4구간,76.17
23,06시 1구간,76.17
24,06시 2구간,76.17
25,06시 3구간,76.17
26,06시 4구간,76.17
27,07시 1구간,78.81
28,07시 2구간,78.81
29,07시 3구간,78.81
30,07시 4구간,78.81
31,08시 1구간,97.66
32,08시 2구간,97.66
33,08시 3구간,97.66
34,08시 4구간,97.66
35,09시 1구간,163.63
36,09시 2구간,163.63
37,09시 3구간,163.63
38,09시 4구간,163.63
39,10시 1구간,136.72
40,10시 2구간,136.72
41,10시 3구간,136.72
42,10시 4구간,136.72
43,11시 1구간,128.4
44,11시 2구간,128.4
45,11시 3구간,128.4
46,11시 4구간,128.4
47,12시 1구간,128.09
48,12시 2구간,128.09
49,12시 3구간,128.09
50,12시 4구간,128.09
51,13시 1구간,127.47
52,13시 2구간,127.47
53,13시 3구간,127.47
54,13시 4구간,127.47
55,14시 1구간,127.47
56,14시 2구간,127.47
57,14시 3구간,127.47
58,14시 4구간,127.47
59,15시 1구간,122.7
60,15시 2구간,122.7
61,15시 3구간,122.7
62,15시 4구간,122.7
63,16시 1구간,126.84
64,16시 2구간,126.84
65,16시 3구간,126.84
66,16시 4구간,126.84
67,17시 1구간,126.84
68,17시 2구간,126.84
69,17시 3구간,126.84
70,17시 4구간,126.84
71,18시 1구간,126.84
72,18시 2구간,126.84
73,18시 3구간,126.84
74,18시 4구간,126.84
75,19시 1구간,128.32
76,19시 2구간,128.32
77,19시 3구간,128.32
78,19시 4구간,128.32
79,20시 1구간,124.77
80,20시 2구간,124.77
81,20시 3구간,124.77
82,20시 4구간,124.77
83,21시 1구간,103.32
84,21시 2구간,103.32
85,21시 3구간,103.32
86,21시 4구간,103.32
87,22시 1구간,102.35
88,22시 2구간,102.35
89,22시 3구간,102.35
90,22시 4구간,102.35
91,23시 1구간,97.52
92,23시 2구간,97.52
93,23시 3구간,97.52
94,23시 4구간,97.52
95,24시 1구간,100.11
96,24시 2구간,100.11
97,24시 3구간,100.11
98,24시 4구간,100.11
