,시간,01-26 (일)
0,최대,147.05
1,최소,80.92
2,가중평균,113.56
3,01시 1구간,118.27
4,01시 2구간,118.27
5,01시 3구간,118.27
6,01시 4구간,118.27
7,02시 1구간,86.29
8,02시 2구간,86.29
9,02시 3구간,86.29
10,02시 4구간,86.29
11,03시 1구간,82.74
12,03시 2구간,82.74
13,03시 3구간,82.74
14,03시 4구간,82.74
15,04시 1구간,80.92
16,04시 2구간,80.92
17,04시 3구간,80.92
18,04시 4구간,80.92
19,05시 1구간,80.92
20,05시 2구간,80.92
21,05시 3구간,80.92
22,05시 4구간,80.92
23,06시 1구간,81.1
24,06시 2구간,81.1
25,06시 3구간,81.1
26,06시 4구간,81.1
27,07시 1구간,83.08
28,07시 2구간,122.88
29,07시 3구간,126.0
30,07시 4구간,123.91
31,08시 1구간,128.21
32,08시 2구간,128.54
33,08시 3구간,125.93
34,08시 4구간,128.54
35,09시 1구간,128.54
36,09시 2구간,128.54
37,09시 3구간,128.54
38,09시 4구간,124.98
39,10시 1구간,117.72
40,10시 2구간,117.72
41,10시 3구간,117.72
42,10시 4구간,117.72
43,11시 1구간,147.05
44,11시 2구간,147.05
45,11시 3구간,147.05
46,11시 4구간,147.05
47,12시 1구간,139.37
48,12시 2구간,139.37
49,12시 3구간,139.37
50,12시 4구간,139.37
51,13시 1구간,118.64
52,13시 2구간,118.64
53,13시 3구간,118.64
54,13시 4구간,118.64
55,14시 1구간,120.92
56,14시 2구간,120.92
57,14시 3구간,120.92
58,14시 4구간,120.92
59,15시 1구간,120.95
60,15시 2구간,120.95
61,15시 3구간,120.95
62,15시 4구간,120.95
63,16시 1구간,117.62
64,16시 2구간,117.62
65,16시 3구간,117.62
66,16시 4구간,117.62
67,17시 1구간,117.62
68,17시 2구간,117.62
69,17시 3구간,117.62
70,17시 4구간,117.62
71,18시 1구간,117.45
72,18시 2구간,117.45
73,18시 3구간,117.45
74,18시 4구간,117.45
75,19시 1구간,117.73
76,19시 2구간,117.73
77,19시 3구간,117.73
78,19시 4구간,117.73
79,20시 1구간,117.72
80,20시 2구간,117.72
81,20시 3구간,117.72
82,20시 4구간,117.72
83,21시 1구간,116.4
84,21시 2구간,116.4
85,21시 3구간,116.4
86,21시 4구간,116.4
87,22시 1구간,116.3
88,22시 2구간,116.3
89,22시 3구간,116.3
90,22시 4구간,116.3
91,23시 1구간,117.07
92,23시 2구간,117.07
93,23시 3구간,117.07
94,23시 4구간,117.07
95,24시 1구간,115.88
96,24시 2구간,115.88
97,24시 3구간,115.88
98,24시 4구간,115.88
