,시간,12-26 (목)
0,최대,168.78
1,최소,81.25
2,가중평균,118.91
3,01시 1구간,92.17
4,01시 2구간,92.17
5,01시 3구간,92.17
6,01시 4구간,92.17
7,02시 1구간,91.09
8,02시 2구간,91.09
9,02시 3구간,91.09
10,02시 4구간,91.09
11,03시 1구간,81.25
12,03시 2구간,81.25
13,03시 3구간,81.25
14,03시 4구간,81.25
15,04시 1구간,81.25
16,04시 2구간,81.25
17,04시 3구간,81.25
18,04시 4구간,81.25
19,05시 1구간,81.25
20,05시 2구간,81.25
21,05시 3구간,81.25
22,05시 4구간,81.25
23,06시 1구간,91.55
24,06시 2구간,91.55
25,06시 3구간,91.55
26,06시 4구간,91.55
27,07시 1구간,92.64
28,07시 2구간,92.64
29,07시 3구간,92.64
30,07시 4구간,92.64
31,08시 1구간,120.3
32,08시 2구간,120.3
33,08시 3구간,120.3
34,08시 4구간,120.3
35,09시 1구간,143.7
36,09시 2구간,143.7
37,09시 3구간,143.7
38,09시 4구간,143.7
39,10시 1구간,129.35
40,10시 2구간,164.06
41,10시 3구간,164.06
42,10시 4구간,121.09
43,11시 1구간,168.78
44,11시 2구간,168.78
45,11시 3구간,168.78
46,11시 4구간,168.78
47,12시 1구간,158.68
48,12시 2구간,158.68
49,12시 3구간,158.68
50,12시 4구간,158.68
51,13시 1구간,143.62
52,13시 2구간,143.62
53,13시 3구간,143.62
54,13시 4구간,143.62
55,14시 1구간,136.95
56,14시 2구간,136.95
57,14시 3구간,136.95
58,14시 4구간,136.95
59,15시 1구간,136.95
60,15시 2구간,136.95
61,15시 3구간,136.95
62,15시 4구간,136.95
63,16시 1구간,143.07
64,16시 2구간,143.07
65,16시 3구간,143.07
66,16시 4구간,143.07
67,17시 1구간,136.62
68,17시 2구간,136.62
69,17시 3구간,136.62
70,17시 4구간,136.62
71,18시 1구간,133.71
72,18시 2구간,133.71
73,18시 3구간,133.71
74,18시 4구간,133.71
75,19시 1구간,132.59
76,19시 2구간,132.59
77,19시 3구간,132.59
78,19시 4구간,132.59
79,20시 1구간,122.94
80,20시 2구간,122.94
81,20시 3구간,122.94
82,20시 4구간,122.94
83,21시 1구간,115.32
84,21시 2구간,115.32
85,21시 3구간,115.32
86,21시 4구간,115.32
87,22시 1구간,92.62
88,22시 2구간,92.62
89,22시 3구간,92.62
90,22시 4구간,92.62
91,23시 1구간,92.62
92,23시 2구간,92.62
93,23시 3구간,92.62
94,23시 4구간,92.62
95,24시 1구간,92.64
96,24시 2구간,92.64
97,24시 3구간,92.64
98,24시 4구간,92.64
