날짜,발전량(kW),용량합계(kW)
2025-04-01 00:15:00,0.0,21022.1
2025-04-01 00:30:00,0.0,21022.1
2025-04-01 00:45:00,0.0,21022.1
2025-04-01 01:00:00,0.0,21022.1
2025-04-01 01:15:00,0.0,21022.1
2025-04-01 01:30:00,0.0,21022.1
2025-04-01 01:45:00,0.0,21022.1
2025-04-01 02:00:00,0.0,21022.1
2025-04-01 02:15:00,0.0,21022.1
2025-04-01 02:30:00,0.0,21022.1
2025-04-01 02:45:00,0.0,21022.1
2025-04-01 03:00:00,0.0,21022.1
2025-04-01 03:15:00,0.0,21022.1
2025-04-01 03:30:00,0.0,21022.1
2025-04-01 03:45:00,0.0,21022.1
2025-04-01 04:00:00,0.0,21022.1
2025-04-01 04:15:00,0.0,21022.1
2025-04-01 04:30:00,0.0,21022.1
2025-04-01 04:45:00,0.0,21022.1
2025-04-01 05:00:00,0.0,21022.1
2025-04-01 05:15:00,0.0,21022.1
2025-04-01 05:30:00,0.0,21022.1
2025-04-01 05:45:00,0.0,21022.1
2025-04-01 06:00:00,0.0,21022.1
2025-04-01 06:15:00,0.72,21022.1
2025-04-01 06:30:00,33.634,21022.1
2025-04-01 06:45:00,114.637,21022.1
2025-04-01 07:00:00,216.498,21022.1
2025-04-01 07:15:00,365.429,21022.1
2025-04-01 07:30:00,538.686,21022.1
2025-04-01 07:45:00,749.257,21022.1
2025-04-01 08:00:00,978.9,21022.1
2025-04-01 08:15:00,1244.901,21022.1
2025-04-01 08:30:00,1554.125,21022.1
2025-04-01 08:45:00,1815.851,21022.1
2025-04-01 09:00:00,2079.776,21022.1
2025-04-01 09:15:00,2363.205,21022.1
2025-04-01 09:30:00,2636.283,21022.1
2025-04-01 09:45:00,2912.08,21022.1
2025-04-01 10:00:00,3161.091,21022.1
2025-04-01 10:15:00,3409.77,21022.1
2025-04-01 10:30:00,3556.925,21022.1
2025-04-01 10:45:00,3719.827,21022.1
2025-04-01 11:00:00,3901.722,21022.1
2025-04-01 11:15:00,3998.767,21022.1
2025-04-01 11:30:00,4119.097,21022.1
2025-04-01 11:45:00,4205.566,21022.1
2025-04-01 12:00:00,4256.478,21022.1
2025-04-01 12:15:00,4224.878,21022.1
2025-04-01 12:30:00,4254.684,21022.1
2025-04-01 12:45:00,4262.775,21022.1
2025-04-01 13:00:00,4202.0,21022.1
2025-04-01 13:15:00,4194.518,21022.1
2025-04-01 13:30:00,4185.678,21022.1
2025-04-01 13:45:00,4083.322,21022.1
2025-04-01 14:00:00,3957.554,21022.1
2025-04-01 14:15:00,3790.684,21022.1
2025-04-01 14:30:00,3698.401,21022.1
2025-04-01 14:45:00,3519.943,21022.1
2025-04-01 15:00:00,3319.664,21022.1
2025-04-01 15:15:00,3159.268,21022.1
2025-04-01 15:30:00,2921.196,21022.1
2025-04-01 15:45:00,2716.551,21022.1
2025-04-01 16:00:00,2560.063,21022.1
2025-04-01 16:15:00,2199.102,21022.1
2025-04-01 16:30:00,1961.955,21022.1
2025-04-01 16:45:00,1698.428,21022.1
2025-04-01 17:00:00,1453.521,21022.1
2025-04-01 17:15:00,1206.413,21022.1
2025-04-01 17:30:00,916.723,21022.1
2025-04-01 17:45:00,650.522,21022.1
2025-04-01 18:00:00,428.336,21022.1
2025-04-01 18:15:00,255.428,21022.1
2025-04-01 18:30:00,139.71,21022.1
2025-04-01 18:45:00,60.735,21022.1
2025-04-01 19:00:00,21.804,21022.1
2025-04-01 19:15:00,10.526,21022.1
2025-04-01 19:30:00,2.777,21022.1
2025-04-01 19:45:00,0.0,21022.1
2025-04-01 20:00:00,0.0,21022.1
2025-04-01 20:15:00,0.0,21022.1
2025-04-01 20:30:00,0.0,21022.1
2025-04-01 20:45:00,0.0,21022.1
2025-04-01 21:00:00,0.0,21022.1
2025-04-01 21:15:00,0.0,21022.1
2025-04-01 21:30:00,0.0,21022.1
2025-04-01 21:45:00,0.0,21022.1
2025-04-01 22:00:00,0.0,21022.1
2025-04-01 22:15:00,0.0,21022.1
2025-04-01 22:30:00,0.0,21022.1
2025-04-01 22:45:00,0.0,21022.1
2025-04-01 23:00:00,0.0,21022.1
2025-04-01 23:15:00,0.0,21022.1
2025-04-01 23:30:00,0.0,21022.1
2025-04-01 23:45:00,0.0,21022.1
2025-04-02 00:00:00,0.0,21022.1
