날짜,발전량(kW),용량합계(kW)
2025-03-13 00:15:00,0.0,21022.1
2025-03-13 00:30:00,0.0,21022.1
2025-03-13 00:45:00,0.0,21022.1
2025-03-13 01:00:00,0.0,21022.1
2025-03-13 01:15:00,0.0,21022.1
2025-03-13 01:30:00,0.0,21022.1
2025-03-13 01:45:00,0.0,21022.1
2025-03-13 02:00:00,0.0,21022.1
2025-03-13 02:15:00,0.0,21022.1
2025-03-13 02:30:00,0.0,21022.1
2025-03-13 02:45:00,0.0,21022.1
2025-03-13 03:00:00,0.0,21022.1
2025-03-13 03:15:00,0.0,21022.1
2025-03-13 03:30:00,0.0,21022.1
2025-03-13 03:45:00,0.0,21022.1
2025-03-13 04:00:00,0.0,21022.1
2025-03-13 04:15:00,0.0,21022.1
2025-03-13 04:30:00,0.0,21022.1
2025-03-13 04:45:00,0.0,21022.1
2025-03-13 05:00:00,0.0,21022.1
2025-03-13 05:15:00,0.0,21022.1
2025-03-13 05:30:00,0.0,21022.1
2025-03-13 05:45:00,0.0,21022.1
2025-03-13 06:00:00,0.0,21022.1
2025-03-13 06:15:00,0.0,21022.1
2025-03-13 06:30:00,0.0,21022.1
2025-03-13 06:45:00,0.255,21022.1
2025-03-13 07:00:00,19.772,21022.1
2025-03-13 07:15:00,92.567,21022.1
2025-03-13 07:30:00,158.491,21022.1
2025-03-13 07:45:00,233.256,21022.1
2025-03-13 08:00:00,353.411,21022.1
2025-03-13 08:15:00,510.072,21022.1
2025-03-13 08:30:00,633.28,21022.1
2025-03-13 08:45:00,868.262,21022.1
2025-03-13 09:00:00,1101.241,21022.1
2025-03-13 09:15:00,1512.863,21022.1
2025-03-13 09:30:00,1946.792,21022.1
2025-03-13 09:45:00,2319.629,21022.1
2025-03-13 10:00:00,2615.395,21022.1
2025-03-13 10:15:00,2850.004,21022.1
2025-03-13 10:30:00,2849.373,21022.1
2025-03-13 10:45:00,2934.851,21022.1
2025-03-13 11:00:00,2864.562,21022.1
2025-03-13 11:15:00,2989.278,21022.1
2025-03-13 11:30:00,3071.272,21022.1
2025-03-13 11:45:00,3033.908,21022.1
2025-03-13 12:00:00,3028.265,21022.1
2025-03-13 12:15:00,3150.821,21022.1
2025-03-13 12:30:00,3277.912,21022.1
2025-03-13 12:45:00,3275.913,21022.1
2025-03-13 13:00:00,3281.34,21022.1
2025-03-13 13:15:00,3366.578,21022.1
2025-03-13 13:30:00,3406.289,21022.1
2025-03-13 13:45:00,3308.699,21022.1
2025-03-13 14:00:00,3195.773,21022.1
2025-03-13 14:15:00,3142.493,21022.1
2025-03-13 14:30:00,3184.689,21022.1
2025-03-13 14:45:00,2999.334,21022.1
2025-03-13 15:00:00,2933.746,21022.1
2025-03-13 15:15:00,2724.491,21022.1
2025-03-13 15:30:00,2483.971,21022.1
2025-03-13 15:45:00,2332.378,21022.1
2025-03-13 16:00:00,2165.675,21022.1
2025-03-13 16:15:00,2014.663,21022.1
2025-03-13 16:30:00,1792.456,21022.1
2025-03-13 16:45:00,1564.257,21022.1
2025-03-13 17:00:00,1262.463,21022.1
2025-03-13 17:15:00,972.257,21022.1
2025-03-13 17:30:00,709.362,21022.1
2025-03-13 17:45:00,463.295,21022.1
2025-03-13 18:00:00,262.497,21022.1
2025-03-13 18:15:00,139.592,21022.1
2025-03-13 18:30:00,56.052,21022.1
2025-03-13 18:45:00,15.218,21022.1
2025-03-13 19:00:00,8.395,21022.1
2025-03-13 19:15:00,1.307,21022.1
2025-03-13 19:30:00,0.0,21022.1
2025-03-13 19:45:00,0.0,21022.1
2025-03-13 20:00:00,0.0,21022.1
2025-03-13 20:15:00,0.0,21022.1
2025-03-13 20:30:00,0.0,21022.1
2025-03-13 20:45:00,0.0,21022.1
2025-03-13 21:00:00,0.0,21022.1
2025-03-13 21:15:00,0.0,21022.1
2025-03-13 21:30:00,0.0,21022.1
2025-03-13 21:45:00,0.0,21022.1
2025-03-13 22:00:00,0.0,21022.1
2025-03-13 22:15:00,0.0,21022.1
2025-03-13 22:30:00,0.0,21022.1
2025-03-13 22:45:00,0.0,21022.1
2025-03-13 23:00:00,0.0,21022.1
2025-03-13 23:15:00,0.0,21022.1
2025-03-13 23:30:00,0.0,21022.1
2025-03-13 23:45:00,0.0,21022.1
2025-03-14 00:00:00,0.0,21022.1
