날짜,발전량(kW),용량합계(kW)
2024-02-06 00:15:00,0.0,18463.905
2024-02-06 00:30:00,0.0,18463.905
2024-02-06 00:45:00,0.0,18463.905
2024-02-06 01:00:00,0.0,18463.905
2024-02-06 01:15:00,0.0,18463.905
2024-02-06 01:30:00,0.0,18463.905
2024-02-06 01:45:00,0.0,18463.905
2024-02-06 02:00:00,0.0,18463.905
2024-02-06 02:15:00,0.0,18463.905
2024-02-06 02:30:00,0.0,18463.905
2024-02-06 02:45:00,0.0,18463.905
2024-02-06 03:00:00,0.0,18463.905
2024-02-06 03:15:00,0.0,18463.905
2024-02-06 03:30:00,0.0,18463.905
2024-02-06 03:45:00,0.0,18463.905
2024-02-06 04:00:00,0.0,18463.905
2024-02-06 04:15:00,0.0,18463.905
2024-02-06 04:30:00,0.0,18463.905
2024-02-06 04:45:00,0.0,18463.905
2024-02-06 05:00:00,0.0,18463.905
2024-02-06 05:15:00,0.0,18463.905
2024-02-06 05:30:00,0.0,18463.905
2024-02-06 05:45:00,0.0,18463.905
2024-02-06 06:00:00,0.0,18463.905
2024-02-06 06:15:00,0.0,18463.905
2024-02-06 06:30:00,0.0,18463.905
2024-02-06 06:45:00,0.0,18463.905
2024-02-06 07:00:00,0.0,18463.905
2024-02-06 07:15:00,0.0,18463.905
2024-02-06 07:30:00,0.207,18463.905
2024-02-06 07:45:00,7.771,18463.905
2024-02-06 08:00:00,33.882,18463.905
2024-02-06 08:15:00,60.491,18463.905
2024-02-06 08:30:00,106.133,18463.905
2024-02-06 08:45:00,148.091,18463.905
2024-02-06 09:00:00,223.198,18463.905
2024-02-06 09:15:00,249.197,18463.905
2024-02-06 09:30:00,363.088,18463.905
2024-02-06 09:45:00,392.157,18463.905
2024-02-06 10:00:00,523.291,18463.905
2024-02-06 10:15:00,566.651,18463.905
2024-02-06 10:30:00,709.957,18463.905
2024-02-06 10:45:00,692.409,18463.905
2024-02-06 11:00:00,765.144,18463.905
2024-02-06 11:15:00,721.171,18463.905
2024-02-06 11:30:00,808.821,18463.905
2024-02-06 11:45:00,803.071,18463.905
2024-02-06 12:00:00,853.483,18463.905
2024-02-06 12:15:00,844.437,18463.905
2024-02-06 12:30:00,880.793,18463.905
2024-02-06 12:45:00,818.023,18463.905
2024-02-06 13:00:00,886.903,18463.905
2024-02-06 13:15:00,838.745,18463.905
2024-02-06 13:30:00,855.921,18463.905
2024-02-06 13:45:00,749.397,18463.905
2024-02-06 14:00:00,700.202,18463.905
2024-02-06 14:15:00,656.061,18463.905
2024-02-06 14:30:00,687.174,18463.905
2024-02-06 14:45:00,609.84,18463.905
2024-02-06 15:00:00,609.716,18463.905
2024-02-06 15:15:00,515.648,18463.905
2024-02-06 15:30:00,529.209,18463.905
2024-02-06 15:45:00,422.633,18463.905
2024-02-06 16:00:00,407.294,18463.905
2024-02-06 16:15:00,320.695,18463.905
2024-02-06 16:30:00,291.003,18463.905
2024-02-06 16:45:00,191.443,18463.905
2024-02-06 17:00:00,140.253,18463.905
2024-02-06 17:15:00,92.527,18463.905
2024-02-06 17:30:00,61.928,18463.905
2024-02-06 17:45:00,29.237,18463.905
2024-02-06 18:00:00,15.383,18463.905
2024-02-06 18:15:00,7.564,18463.905
2024-02-06 18:30:00,1.487,18463.905
2024-02-06 18:45:00,0.0,18463.905
2024-02-06 19:00:00,0.0,18463.905
2024-02-06 19:15:00,0.0,18463.905
2024-02-06 19:30:00,0.0,18463.905
2024-02-06 19:45:00,0.0,18463.905
2024-02-06 20:00:00,0.0,18463.905
2024-02-06 20:15:00,0.0,18463.905
2024-02-06 20:30:00,0.0,18463.905
2024-02-06 20:45:00,0.0,18463.905
2024-02-06 21:00:00,0.0,18463.905
2024-02-06 21:15:00,0.0,18463.905
2024-02-06 21:30:00,0.0,18463.905
2024-02-06 21:45:00,0.0,18463.905
2024-02-06 22:00:00,0.0,18463.905
2024-02-06 22:15:00,0.0,18463.905
2024-02-06 22:30:00,0.0,18463.905
2024-02-06 22:45:00,0.0,18463.905
2024-02-06 23:00:00,0.0,18463.905
2024-02-06 23:15:00,0.0,18463.905
2024-02-06 23:30:00,0.0,18463.905
2024-02-06 23:45:00,0.0,18463.905
2024-02-07 00:00:00,0.0,18463.905
